1 		38.35 	-90.12
2 		36.569102 	-121.949756
4 		38.64819027 	-90.30599713
5 		36.56876 	-121.949972
6 		36.568208 	-121.950133
8 		51.50219 	-0.118943
9 		51.5076748 	-0.128821
11 		40.767376 	-73.9824
14 		40.7118 	-74.0129
15 		40.6904894689 	-74.0452199237
16 		40.750703 	-73.989522
17 		40.764688 	-74.00097
18 		44.524807 	-72.865978
19 		44.478739 	-73.19164
20 		36.112417 	-115.171239
21 		36.101495 	-115.172318
22 		32.7806159041 	-96.7976379395
23 		32.779655 	-96.80823
24 		29.72145 	-95.389228
25 		59.9166667 	30.4166667
26 		59.93328 	30.317361
27 		55.749105 	37.563077
28 		0.0 	0.0
29 		38.6263071343 	-90.2119994164
30 		38.611623 	-90.159109
36 		38.6131110013 	-90.2161260803
37 		38.619280825 	-90.1891752441
39 		0.0 	0.0
50 		32.9301 	-85.805
51 		33.5296 	-86.3006
52 		33.5192 	-86.8078
53 		33.4653 	-86.8082
54 		34.0789 	-87.8138
55 		34.7184 	-86.5564
56 		30.5135 	-87.6676
57 		33.9006 	-92.1317
58 		35.1048 	-92.2281
59 		34.756 	-92.2848
60 		34.6247 	-92.2952
61 		35.0528 	-93.3813
62 		35.4764 	-93.3694
63 		33.2765 	-112.1872
64 		33.2765 	-112.1872
65 		32.9045 	-111.2479
66 		33.2765 	-112.1872
67 		34.6338 	-110.3506
68 		35.1715 	-114.5386
69 		33.9381 	-118.2857
70 		33.8772 	-118.2696
71 		33.7866 	-118.2987
72 		33.7866 	-118.2987
73 		33.7866 	-118.2987
74 		34.84 	-115.9671
75 		33.0169 	-116.846
76 		33.0542 	-117.2502
77 		33.0169 	-116.846
78 		33.0169 	-116.846
79 		33.0316 	-116.9765
80 		33.0996 	-117.2151
81 		32.7949 	-117.0799
83 		33.7567 	-115.723
84 		36.2358 	-117.1445
85 		34.1598 	-114.3012
87 		34.3013 	-118.9011
89 		37.1894 	-121.7053
90 		37.769 	-122.3937
92 		37.5341 	-122.0254
93 		38.0339 	-122.5855
95 		37.0249 	-121.8794
97 		37.4365 	-121.862
98 		36.831 	-121.4427
99 		36.9802 	-121.747
100 		36.9802 	-121.747
101 		37.3739 	-121.7959
102 		39.5006 	-123.6373
103 		38.4072 	-122.8696
104 		39.7292 	-104.9703
105 		38.8261 	-105.1499
106 		38.8534 	-104.9274
107 		39.0551 	-104.8912
108 		38.121 	-104.7639
109 		38.1274 	-104.6358
110 		37.9546 	-103.6644
111 		38.9006 	-106.9631
112 		37.3184 	-107.8804
114 		30.4958 	-82.9854
115 		30.3648 	-84.4607
116 		30.4793 	-84.3462
117 		28.6666 	-81.2073
118 		28.3651950091 	-81.5588057698
119 		26.0397 	-80.3654
120 		25.9484 	-80.2479
121 		25.7823 	-80.1794
122 		26.1443 	-80.1838
123 		26.0697 	-80.2245
124 		26.0596 	-80.4146
125 		26.3811 	-80.1705
126 		27.7889 	-82.6996
127 		26.5644 	-81.925
129 		26.6355 	-81.8438
130 		26.5761 	-82.0711
131 		26.134 	-81.7953
132 		26.2416 	-81.807
133 		26.2393 	-81.6687
134 		33.7864 	-84.2034
135 		34.7885 	-84.9138
136 		30.8256 	-83.9507
137 		31.4639 	-83.4999
138 		21.5532 	-158.1634
139 		21.277728 	-157.754896
140 		42.1730191892 	-94.108816975
141 		40.8029 	-93.5184
142 		42.6932 	-95.1518
144 		42.7792 	-95.7017
145 		42.4711 	-96.3384
146 		43.429 	-95.0775
148 		43.3893 	-116.5831
149 		48.8141 	-116.3982
151 		42.4025 	-88.1702
153 		42.3751 	-87.9396
154 		42.0393 	-87.7938
155 		42.2312 	-87.9629
156 		42.1202 	-87.8388
157 		42.0792 	-87.7283
159 		42.2807 	-88.4619
160 		42.2807 	-88.4619
161 		41.8168 	-88.791
162 		41.9797 	-88.4061
163 		41.8397 	-88.0887
164 		42.0289 	-88.1166
165 		41.3569 	-87.6267
166 		41.8397 	-88.0887
168 		41.8119 	-87.6873
169 		41.8119 	-87.6873
170 		41.8119 	-87.6873
171 		41.8119 	-87.6873
173 		39.5057 	-88.247
174 		39.6385 	-87.7404
176 		39.7851 	-89.6322
177 		37.9944 	-88.9074
178 		38.2933 	-88.8922
179 		37.8836 	-89.5579
180 		37.7308 	-88.9311
181 		37.7822 	-89.3968
182 		37.4242 	-88.898
185 		39.8717 	-86.5603
186 		39.5094 	-86.437
189 		41.5505 	-87.5025
190 		41.5376 	-86.7376
191 		41.5942 	-86.7569
192 		41.5789 	-85.54
193 		41.6734 	-86.2516
194 		40.8191 	-84.9378
195 		41.0939 	-85.1841
196 		41.0939 	-85.1841
197 		41.041 	-86.2542
198 		40.4257 	-86.2697
199 		39.1527 	-84.891
200 		38.9448 	-86.0107
201 		39.9249 	-85.3669
202 		38.0599 	-87.6379
203 		40.7265 	-86.9894
204 		41.7 	-86.2333
205 		37.8216 	-94.7147
206 		37.1546 	-94.8338
207 		37.448 	-94.8192
208 		38.0619 	-96.1447
210 		37.2178 	-95.2664
211 		37.8036 	-100.3386
212 		37.0432 	-100.8738
213 		37.8226 	-85.4669
214 		38.334 	-83.9948
215 		37.8033 	-84.8607
216 		38.0608 	-84.4629
217 		38.2281 	-84.8697
219 		39.03 	-84.559
220 		37.0174 	-86.4517
221 		37.2995 	-87.5325
222 		29.8197 	-90.0782
223 		29.9159 	-89.9624
224 		29.9083 	-91.0642
225 		30.2029 	-92.0595
226 		29.7399 	-91.6331
227 		30.1244 	-93.1834
228 		30.4949 	-91.3092
229 		30.451 	-91.1384
230 		30.4083 	-91.1439
231 		30.3553 	-91.0721
232 		32.5156 	-92.7359
233 		31.1759 	-92.4311
234 		31.1649 	-92.3674
235 		38.5139 	-77.0103
236 		39.0931 	-76.8819
237 		38.9826 	-76.7437
238 		38.7571 	-76.9775
239 		38.8173 	-76.9357
240 		38.8173 	-76.9357
241 		38.8682 	-76.8155
242 		38.8682 	-76.8155
243 		39.0005 	-76.9722
244 		38.9223 	-76.8754
245 		38.9896 	-77.1538
246 		39.1424 	-77.0446
247 		39.2078 	-77.2598
248 		39.1355 	-77.2822
249 		39.1355 	-77.2822
250 		39.1355 	-77.2822
251 		39.2102 	-77.2397
252 		39.04 	-77.0444
253 		39.2619 	-76.8972
254 		39.4129 	-76.7303
256 		39.2296 	-76.4455
